0,513.2762451171875,192.70477294921875,556.8896484375,242.61077880859375
1,508.7584533691406,196.02658081054688,549.5655517578125,244.96316528320312
2,410.6177978515625,200.87725830078125,447.6220703125,263.6712341308594
2,61.98381042480469,233.1781463623047,114.45643615722656,282.42498779296875
2,0.0,235.7241668701172,63.08121109008789,339.06866455078125
4,397.71331787109375,190.13339233398438,426.85357666015625,240.68386840820312
4,427.61541748046875,160.11703491210938,480.85064697265625,204.48519897460938
5,370.18524169921875,195.39306640625,400.32220458984375,251.35260009765625
5,286.8204345703125,191.86590576171875,358.896484375,244.74530029296875
5,474.409912109375,189.58419799804688,524.8685302734375,257.0936584472656
6,269.6424560546875,192.76242065429688,350.51611328125,254.20144653320312
6,354.9641418457031,197.8167724609375,384.9546813964844,261.8451232910156
6,396.05657958984375,168.26742553710938,458.61199951171875,214.22793579101562
7,367.1184387207031,168.15875244140625,435.3161315917969,223.03488159179688
7,220.3314666748047,201.01547241210938,307.16839599609375,270.4719543457031
7,454.2371826171875,197.960205078125,505.201416015625,265.33294677734375
8,340.755126953125,171.85247802734375,418.1595458984375,230.2904052734375
8,0.23598098754882812,226.02430725097656,49.45815658569336,337.840087890625
9,0.5436477661132812,243.14389038085938,124.14772033691406,353.5257263183594
9,312.72174072265625,175.95657348632812,399.66351318359375,238.9339599609375
9,428.58880615234375,218.02554321289062,457.25140380859375,275.1867370605469
10,282.3128662109375,176.60272216796875,377.91766357421875,246.70236206054688
10,380.9324035644531,176.0595703125,446.7228698730469,220.64019775390625
10,414.1497802734375,221.98309326171875,444.618408203125,276.3233642578125
10,452.0111083984375,199.631591796875,483.22021484375,279.24481201171875
11,253.14678955078125,184.23062133789062,358.0086669921875,256.83135986328125
11,0.0,233.83932495117188,100.25627899169922,323.6337585449219
11,356.7115478515625,183.76162719726562,433.1507568359375,229.611328125
12,336.4427490234375,187.01007080078125,412.656005859375,235.55706787109375
12,221.59059143066406,185.8408203125,335.76025390625,264.963623046875
12,394.927978515625,225.01165771484375,426.06671142578125,289.64349365234375
13,307.13958740234375,190.81146240234375,394.32806396484375,245.59271240234375
13,384.6291809082031,236.19375610351562,430.5851745605469,296.9972229003906
14,279.2423095703125,193.4007568359375,375.0421142578125,254.16546630859375
14,117.76971435546875,193.10479736328125,274.3121643066406,293.42022705078125
15,248.11105346679688,199.71734619140625,357.0149230957031,263.4910583496094
15,582.7572021484375,173.20407104492188,601.1361083984375,202.36026000976562
16,191.23036193847656,205.92013549804688,323.2447509765625,279.4736328125
16,415.94500732421875,219.3719024658203,447.29022216796875,287.64569091796875
16,481.72119140625,163.4798583984375,510.67724609375,211.74566650390625
17,128.0101318359375,212.65069580078125,283.929443359375,295.9012451171875
17,457.41400146484375,172.35305786132812,485.72430419921875,218.8260498046875
17,406.4776611328125,218.60452270507812,442.3599853515625,294.8614807128906
18,403.97760009765625,227.43505859375,440.99859619140625,297.40142822265625
20,374.7930908203125,237.9172821044922,415.89892578125,314.46881103515625
20,475.4781494140625,155.63818359375,527.0648193359375,196.62225341796875
21,462.55352783203125,156.64633178710938,515.2420043945312,198.39358520507812
23,97.2445068359375,226.8775634765625,186.74127197265625,331.1107177734375
23,437.096923828125,160.75344848632812,495.6387939453125,207.14599609375
24,420.51300048828125,165.302978515625,483.72479248046875,215.3677978515625
25,396.4511413574219,169.61138916015625,469.0847473144531,224.25079345703125
25,264.29876708984375,280.93505859375,307.49749755859375,344.972900390625
26,360.86822509765625,174.3509979248047,447.23577880859375,235.75914001464844
26,450.359130859375,174.08935546875,474.37060546875,212.24139404296875
27,308.82696533203125,183.17343139648438,415.687744140625,251.815185546875
27,421.14678955078125,179.10012817382812,447.97235107421875,225.98721313476562
27,175.28323364257812,316.385986328125,228.07662963867188,360.0
28,239.33499145507812,188.73321533203125,371.4892883300781,271.79168701171875
28,379.47161865234375,187.93185424804688,413.31915283203125,243.59878540039062
28,549.893310546875,206.437255859375,591.273193359375,270.5519104003906
29,153.466796875,194.9896697998047,320.2073669433594,296.32891845703125
29,336.30657958984375,196.06362915039062,375.32843017578125,256.0390930175781
29,397.51019287109375,174.39190673828125,428.36749267578125,215.0316162109375
30,274.6866455078125,204.0765380859375,319.10076904296875,275.010498046875
31,307.18072509765625,188.32315063476562,348.04107666015625,241.66726684570312
31,0.0,237.3373260498047,77.77951049804688,358.17779541015625
31,428.7459716796875,198.171630859375,469.937744140625,277.37359619140625
32,24.726669311523438,262.69964599609375,121.98634338378906,359.33843994140625
32,256.342529296875,192.390380859375,304.156494140625,250.43258666992188
33,167.40911865234375,205.83163452148438,227.72396850585938,271.5845031738281
34,52.250732421875,218.224365234375,127.02716064453125,309.9853515625
34,272.75390625,189.4081268310547,307.9453125,238.1189422607422
35,226.71502685546875,174.27435302734375,257.93536376953125,223.87213134765625
36,197.76608276367188,171.98333740234375,221.87319946289062,213.69830322265625
37,184.62380981445312,165.50674438476562,206.43527221679688,208.06307983398438
37,245.56768798828125,174.16342163085938,405.02423095703125,303.56072998046875
39,212.11749267578125,158.9554443359375,324.0587158203125,260.69183349609375
42,265.69464111328125,212.0015869140625,303.036376953125,261.01031494140625
42,540.701171875,186.29818725585938,640.0,355.1975402832031
43,233.78652954101562,201.73312377929688,271.3854064941406,249.49923706054688
44,296.77777099609375,187.63076782226562,384.7774658203125,244.75433349609375
44,205.99761962890625,197.77679443359375,230.71337890625,241.61810302734375
45,178.11798095703125,189.77127075195312,206.09381103515625,238.75564575195312
46,160.7852783203125,186.01214599609375,185.99847412109375,230.83651733398438
46,532.3756103515625,186.1384735107422,638.5992431640625,312.48114013671875
47,146.9588623046875,179.66482543945312,170.45989990234375,226.32852172851562
48,134.4190673828125,172.27928161621094,158.55523681640625,218.7679901123047
50,333.03125,236.87164306640625,396.943603515625,301.64105224609375
51,271.085693359375,220.43577575683594,320.911376953125,275.1904296875
51,364.11529541015625,231.04379272460938,417.03594970703125,291.2674865722656
52,223.59664916992188,212.29794311523438,272.5028991699219,262.5115051269531
52,552.56982421875,189.21078491210938,633.502685546875,229.41217041015625
53,169.1334228515625,198.0655517578125,222.30535888671875,255.34817504882812
53,270.633544921875,195.47308349609375,307.8297119140625,247.19659423828125
55,105.11051940917969,190.04043579101562,147.35694885253906,238.59249877929688
57,217.2373046875,167.91842651367188,244.32733154296875,229.58590698242188
58,238.1370849609375,171.5855712890625,394.31353759765625,309.81671142578125
59,227.82781982421875,163.47686767578125,361.9541015625,286.74627685546875
60,212.74322509765625,158.60040283203125,340.87835693359375,276.9137878417969
61,205.44583129882812,158.7476806640625,318.7909240722656,266.00274658203125
62,195.10565185546875,155.25775146484375,299.63629150390625,254.5457763671875
63,190.5906982421875,151.98394775390625,285.54888916015625,245.67138671875
64,378.48199462890625,203.78924560546875,474.1629638671875,298.301513671875
